,origin,maker,model,side_windows,type,prefix,postfix,year,Coupe / Sedan / Small suv / Mid-Large suv / van
343,대한민국,쌍용,로디우스,6,van,뉴,,2007~2011,van
344,대한민국,쌍용,로디우스,6,van,,,2004~2007,van
345,대한민국,쌍용,무쏘 밴,6,van,뉴밴,FJ,1998~2005,van
346,대한민국,쌍용,무쏘,4,suv,뉴,FJ,1998~2005,Mid-Large suv
347,대한민국,쌍용,무쏘,4,suv,,FJ,1993~1998,Mid-Large suv
348,대한민국,쌍용,무쏘 스포츠,4,suv,,FJ,2002~2006,Mid-Large suv
349,대한민국,쌍용,액티언,4,suv,,C100,2005~2010,Mid-Large suv
350,대한민국,쌍용,액티언 스포츠,4,suv,,Q100,2006~2011,Mid-Large suv
351,대한민국,쌍용,체어맨,4,sedan,뉴W,W200,2011~2017,Sedan
352,대한민국,쌍용,체어맨,4,sedan,H뉴클래식,W100,2011~2014,Sedan
353,대한민국,쌍용,체어맨,4,sedan,W,W200,2008~2011,Sedan
354,대한민국,쌍용,체어맨,4,sedan,H,W100,2008~2011,Sedan
355,대한민국,쌍용,체어맨,4,sedan,뉴,W100,2003~2008,Sedan
356,대한민국,쌍용,체어맨,4,sedan,,W100,1997~2003,Sedan
357,대한민국,쌍용,카이런,4,suv,뉴,,2007~2011,Mid-Large suv
358,대한민국,쌍용,카이런,4,suv,,,2005~2007,Mid-Large suv
359,대한민국,쌍용,칼리스타,2,sedan,,,1991~1994,Coupe
360,대한민국,쌍용,코란도,4,sedan,더 뷰리풀,WD,2019~현재,Small suv
361,대한민국,쌍용,코란도,4,suv,뉴스타일C,C200,2017~2019,Mid-Large suv
362,대한민국,쌍용,코란도,4,suv,뉴C,C200,2013~2017,Mid-Large suv
363,대한민국,쌍용,코란도,4,suv,C,C200,2011~2013,Mid-Large suv
364,대한민국,쌍용,코란도,4,suv,뉴,KJ,1996~2005,Mid-Large suv
365,대한민국,쌍용,코란도,4,suv,,KH7,1983~1996,Mid-Large suv
366,대한민국,쌍용,코란도 스포츠,4,suv,,,2012~2018,Mid-Large suv
367,대한민국,쌍용,코란도 투리스모,6,van,,A170,2018~현재,van
368,대한민국,쌍용,코란도 투리스모,6,van,,A150,2013~2018,van
369,대한민국,쌍용,티볼리,4,sedan,베리 뉴,X110,2019~현재,Small suv
370,대한민국,쌍용,티볼리,4,sedan,아머,X110,2017~현재,Small suv
371,대한민국,쌍용,티볼리,4,sedan,에어,X100,2016~현재,Small suv
372,대한민국,쌍용,티볼리,4,sedan,,X100,2015~2017,Small suv
373,대한민국,어울림모터스,뱅가리,4,sedan,,,2013~현재,Sedan
374,대한민국,어울림모터스,스피라,2,sedan,,,2010~현재,Coupe
375,대한민국,어울림모터스,크레지티,2,sedan,,,2013~현재,Coupe
376,대한민국,마이브,M1,2,sedan,,,2020~현재,Coupe
377,독일,BMW,1 시리즈,4,sedan,F/L,F20,2015~현재,Sedan
378,독일,BMW,1 시리즈,4,sedan,,F20,2012~2015,Sedan
379,독일,BMW,1 시리즈,4,sedan,,E82,2007~2012,Sedan
380,독일,BMW,2 시리즈,4,sedan,그란쿠페(4도어),F44,2019~현재,Sedan
381,독일,BMW,2 시리즈,4,sedan,그란투어러(7인승),F46,2015~현재,Small suv
382,독일,BMW,2 시리즈,4,sedan,액티브투어러(5인승),F45,2014~현재,Small suv
383,독일,BMW,2 시리즈,2,sedan,컨버터블,F23,2014~현재,Coupe
384,독일,BMW,2 시리즈,2,sedan,쿠페,F22,2014~현재,Coupe
385,독일,BMW,3 시리즈,4,sedan,,G20,2018~현재,Sedan
386,독일,BMW,3 시리즈,4,sedan,,F30/31/34,2011~현재,Sedan
387,독일,BMW,3 시리즈,4,sedan,,E90/91/92/93,2004~2013,Sedan
388,독일,BMW,3 시리즈,4,sedan,,E46,1998~2006,Sedan
389,독일,BMW,3 시리즈,4,sedan,,E36,1990~2000,Sedan
390,독일,BMW,3 시리즈 GT,4,sedan,,F34,2013~현재,Sedan
391,독일,BMW,4 시리즈,4,sedan,New,G22,2020~현재,Sedan
392,독일,BMW,4 시리즈,4,sedan,,F32/33/36,2013~2020,Sedan
393,독일,BMW,5 시리즈,4,sedan,,G30/31,2017~현재,Sedan
394,독일,BMW,5 시리즈,4,sedan,,F10/11,2010~2017,Sedan
395,독일,BMW,5 시리즈,4,sedan,,E60/61,2003~2010,Sedan
396,독일,BMW,5 시리즈,4,sedan,,E39,1995~2003,Sedan
397,독일,BMW,5 시리즈,4,sedan,,E34,1988~1996,Sedan
398,독일,BMW,5 시리즈 GT,4,sedan,,F07,2009~2017,Sedan
399,독일,BMW,6 시리즈,4,sedan,,G32,2017~현재,Sedan
400,독일,BMW,6 시리즈,4,sedan,,F06/12/13,2011~2018,Sedan
401,독일,BMW,6 시리즈,4,sedan,,E63/64,2003~2010,Sedan
402,독일,BMW,6 시리즈 GT,4,sedan,,,2017~현재,Sedan
403,독일,BMW,7 시리즈,4,sedan,,G11/12,2015~현재,Sedan
404,독일,BMW,7 시리즈,4,sedan,,F01/02,2008~2015,Sedan
405,독일,BMW,7 시리즈,4,sedan,,E65/66/67/68,2002~2008,Sedan
406,독일,BMW,7 시리즈,4,sedan,,E38,1994~2001,Sedan
407,독일,BMW,8 시리즈,4,sedan,그란쿠페(4도어),G16,2019~현재,Sedan
408,독일,BMW,8 시리즈,2,sedan,컨버터블,G15,2018~현재,Coupe
409,독일,BMW,8 시리즈,2,sedan,쿠페(2도어),G14,2018~현재,Coupe
410,독일,BMW,8 시리즈,4,sedan,,E31,1990~1999,Sedan
411,독일,BMW,i3,4,sedan,,I01,2014~2018,Sedan
412,독일,BMW,i3,4,sedan,New,I01,2018~현재,Sedan
413,독일,BMW,i8,4,sedan,,I12,2015~현재,Sedan
414,독일,BMW,iX3,4,suv,,G08,2021~출시예정,Mid-Large suv
415,독일,BMW,M1,4,sedan,,E26,1978~1981,Sedan
416,독일,BMW,M2,4,sedan,,F87,2016~현재,Sedan
417,독일,BMW,M3,4,sedan,The new,G80,2021~출시예정,Sedan
418,독일,BMW,M3,4,sedan,,F80,2014~현재,Sedan
419,독일,BMW,M3,4,sedan,,E90/92/93,2007~2013,Sedan
420,독일,BMW,M3,4,sedan,,E46,2000~2006,Sedan
421,독일,BMW,M3,4,sedan,,E36,1992~1999,Sedan
422,독일,BMW,M4,4,sedan,The new,G82,2021~출시예정,Sedan
423,독일,BMW,M4,4,sedan,,F82/83,2014~현재,Sedan
424,독일,BMW,M5,4,sedan,,F90,2018~현재,Sedan
425,독일,BMW,M5,4,sedan,,F10,2011~2016,Sedan
426,독일,BMW,M5,4,sedan,,E60/61,2005~2010,Sedan
427,독일,BMW,M5,4,sedan,,E39,1998~2003,Sedan
428,독일,BMW,M6,4,sedan,,F06/12/13,2012~2018,Sedan
429,독일,BMW,M6,4,sedan,,F63/64,2005~2010,Sedan
430,독일,BMW,M8,2,sedan,,G15,2019~현재,Coupe
431,독일,BMW,X4 M,4,suv,,40d G02,2019~현재,Mid-Large suv
432,독일,BMW,X4 M,4,suv,,40i F26,2015~2018,Mid-Large suv
433,독일,BMW,X5 M,4,suv,,F85,2015~현재,Mid-Large suv
434,독일,BMW,X5 M,4,suv,,E70,2009~2013,Mid-Large suv
435,독일,BMW,X6 M,4,suv,,F96,2020~현재,Mid-Large suv
436,독일,BMW,X6 M,4,suv,,F86,2015~2019,Mid-Large suv
437,독일,BMW,X6 M,4,suv,,E71,2009~2014,Mid-Large suv
438,독일,BMW,X1,4,suv,New F/L,F48,2019~현재,Mid-Large suv
439,독일,BMW,X1,4,suv,,F48,2016~2019,Mid-Large suv
440,독일,BMW,X1,4,suv,,E84,2009~2015,Mid-Large suv
441,독일,BMW,X2,4,suv,,F39,2018~현재,Mid-Large suv
442,독일,BMW,X3,4,suv,,G01,2018~현재,Mid-Large suv
443,독일,BMW,X3,4,suv,,F25,2011~2017,Mid-Large suv
444,독일,BMW,X3,4,suv,,E83,2003~2010,Mid-Large suv
445,독일,BMW,X4,4,suv,,G02,2018~현재,Mid-Large suv
446,독일,BMW,X4,4,suv,,F26,2014~2018,Mid-Large suv
447,독일,BMW,X5,4,suv,,G05,2019~현재,Mid-Large suv
448,독일,BMW,X5,4,suv,,F15,2013~2018,Mid-Large suv
449,독일,BMW,X5,4,suv,,E70,2006~2013,Mid-Large suv
450,독일,BMW,X5,4,suv,,E53,2000~2006,Mid-Large suv
451,독일,BMW,X6,4,suv,,G06,2019~현재,Mid-Large suv
452,독일,BMW,X6,4,suv,,F16,2015~2018,Mid-Large suv
453,독일,BMW,X6,4,suv,,E71/72,2008~2014,Mid-Large suv
454,독일,BMW,X7,4,suv,,G07,2019~현재,Mid-Large suv
455,독일,BMW,Z1,2,sedan,,E30,1989~1991,Coupe
456,독일,BMW,Z3,2,sedan,,E36/7,1995~2002,Coupe
457,독일,BMW,Z3,2,sedan,,E36/8,1995~2002,Coupe
458,독일,BMW,Z4,2,sedan,,G29,2018~현재,Coupe
459,독일,BMW,Z4,2,sedan,,E89,2009~2016,Coupe
460,독일,BMW,Z4,2,sedan,,E85/86,2002~2008,Coupe
461,독일,BMW,Z8,2,sedan,,E52,2000~2003,Coupe
462,독일,BMW,Z4 M,2,sedan,,E85/86,2006~2008,Coupe
463,미국,GMC,벤츄라,6,van,,,,van
464,미국,GMC,사바나밴,6,van,,,,van
465,미국,GMC,사파리,6,van,,,,van
466,미국,GMC,유콘,4,suv,,,,Mid-Large suv
467,미국,GMC,픽업,4,suv,,,,Mid-Large suv
468,일본,닛산,350Z,2,sedan,,Z33,2002~2008,Coupe
469,일본,닛산,370Z,2,sedan,,Z34,2008~현재,Coupe
470,일본,닛산,GTR,2,sedan,,CBA-R35/DBA-R35,2007~현재,Coupe
471,일본,닛산,NV밴,6,van,,,,van
472,일본,닛산,로그,4,suv,,T32,2013~현재,Mid-Large suv
473,일본,닛산,로그,4,suv,Select,S35,2013~2016,Mid-Large suv
474,일본,닛산,로그,4,suv,,J10,2007~2013,Mid-Large suv
475,일본,닛산,리프,4,sedan,,ZE1,2017~현재,Sedan
476,일본,닛산,리프,4,sedan,,ZE0,2010~2017,Sedan
477,일본,닛산,마치,4,sedan,,K14,2017~현재,Sedan
478,일본,닛산,마치,4,sedan,,K13,2010~2017,Sedan
479,일본,닛산,마치,4,sedan,,K12,2002~2010,Sedan
480,일본,닛산,마치,4,sedan,,K11,1992~2002,Sedan
481,일본,닛산,마치,4,sedan,,K10,1982~1992,Sedan
482,일본,닛산,맥시마,4,sedan,,A36,2015~현재,Sedan
483,일본,닛산,맥시마,4,sedan,,A35,2008~2014,Sedan
484,일본,닛산,맥시마,4,sedan,,A34,2003~2008,Sedan
485,일본,닛산,맥시마,4,sedan,,A33,1999~2003,Sedan
486,일본,닛산,맥시마,4,sedan,,A32,1994~1999,Sedan
487,일본,닛산,맥시마,4,sedan,,J30,1988~1994,Sedan
488,일본,닛산,맥시마,4,sedan,,PU11,1984~1988,Sedan
489,일본,닛산,맥시마,4,sedan,,G910,1980~1984,Sedan
490,일본,닛산,무라노,4,suv,,Z52,2015~현재,Mid-Large suv
491,일본,닛산,무라노,4,suv,,Z51,2008~2015,Mid-Large suv
492,일본,닛산,무라노,4,suv,,Z50,2002~2008,Mid-Large suv
493,일본,닛산,버사(티이다),4,sedan,,C13,2015~현재,Sedan
494,일본,닛산,버사(티이다),4,sedan,,C12,2011~2014,Sedan
495,일본,닛산,버사(티이다),4,sedan,,C11,2004~2012,Sedan
496,일본,닛산,스카이라인,2,sedan,,,,Coupe
497,일본,닛산,시마,4,sedan,,HGY51,2012~현재,Sedan
498,일본,닛산,시마,4,sedan,,F50,2001~2010,Sedan
499,일본,닛산,시마,4,sedan,,FY33,1996~2001,Sedan
500,일본,닛산,시마,4,sedan,,FY32,1991~1996,Sedan
501,일본,닛산,시마,4,sedan,,FPY31,1988~1991,Sedan
502,일본,닛산,실비아,2,sedan,,,,Coupe
503,일본,닛산,알마다,4,suv,,Y62,2016~현재,Mid-Large suv
504,일본,닛산,알마다,4,suv,,WA60,2003~2016,Mid-Large suv
505,일본,닛산,알티마,4,sedan,올 뉴,L34,2019~현재,Sedan
506,일본,닛산,알티마,4,sedan,올 뉴,F/L L33,2016~2019,Sedan
507,일본,닛산,알티마,4,sedan,,L33,2012~2016,Sedan
508,일본,닛산,알티마,4,sedan,,L32/U32,2006~2012,Sedan
509,일본,닛산,알티마,4,sedan,,L31,2001~2006,Sedan
510,일본,닛산,엑스테라,4,suv,,,,Mid-Large suv
511,일본,닛산,엘그란드,6,van,,E52,2010~현재,van
512,일본,닛산,엘그란드,6,van,,E51,2002~2010,van
513,일본,닛산,엘그란드,6,van,,E50,1997~2002,van
514,일본,닛산,윙로드,4,sedan,,,,Small suv
515,일본,닛산,주크,4,sedan,,,2019~현재,Small suv
516,일본,닛산,주크,4,sedan,,,2010~2018,Small suv
517,일본,닛산,캐시카이,4,sedan,,Z11,2013~현재,Small suv
518,일본,닛산,캐시카이,4,sedan,,Z10,2006~2013,Small suv
519,일본,닛산,퀘스트,6,van,,RE52,2010~현재,van
520,일본,닛산,퀘스트,6,van,,V42,2003~2009,van
521,일본,닛산,퀘스트,6,van,,V41,1998~2002,van
522,일본,닛산,퀘스트,6,van,,V40,1992~1998,van
523,일본,닛산,큐브,4,sedan,,Z12,2009~현재,Sedan
524,일본,닛산,큐브,4,sedan,,Z11,2002~2009,Sedan
525,일본,닛산,큐브,4,sedan,,Z10,1998~2002,Sedan
526,일본,닛산,타이탄,4,tworowtruck,,H61,2015~현재,Two row truck
527,일본,닛산,타이탄,4,tworowtruck,,A60,2003~2015,Two row truck
528,일본,닛산,티아나,4,sedan,,L33,2013~2019,Sedan
529,일본,닛산,티아나,4,sedan,,J32,2008~2013,Sedan
530,일본,닛산,티아나,4,sedan,,J31,2003~2008,Sedan
531,일본,닛산,파오,4,sedan,,,,Sedan
532,일본,닛산,패스파인더,4,suv,,R52,2012~현재,Mid-Large suv
533,일본,닛산,패스파인더,4,suv,,R51,2004~2012,Mid-Large suv
534,일본,닛산,패스파인더,4,suv,,R50,1995~2004,Mid-Large suv
535,일본,닛산,패스파인더,4,suv,,WD21,1985~1995,Mid-Large suv
536,일본,닛산,프론티어,4,suv,,,,Mid-Large suv
537,일본,닛산,후가,4,sedan,,,,Sedan
538,일본,닛산,휘가로,2,sedan,,,,Coupe
539,일본,닛산,X-TRAIL,4,suv,,T32,2013~현재,Mid-Large suv
540,일본,닛산,X-TRAIL,4,suv,,T31,2007~2015,Mid-Large suv
541,일본,닛산,X-TRAIL,4,suv,,T30,2000~2009,Mid-Large suv
542,일본,다이하쓰,마테리아,4,sedan,,,,Sedan
543,일본,다이하쓰,미라,4,sedan,,,,Sedan
544,일본,다이하쓰,미라지노,4,sedan,,,,Sedan
545,일본,다이하쓰,분,4,sedan,,,,Sedan
546,일본,다이하쓰,웨이크,4,sedan,,,,Sedan
547,일본,다이하쓰,캐스트,4,sedan,,,,Sedan
548,일본,다이하쓰,코펜,2,sedan,,,,Coupe
549,일본,다이하쓰,탄토,4,sedan,,,,Sedan
550,미국,닷지,그랜드 캐러밴,6,van,,,,van
551,미국,닷지,니트로,4,suv,,,,Mid-Large suv
552,미국,닷지,다코타,4,suv,,,,Mid-Large suv
553,미국,닷지,듀랑고,4,suv,,,,Mid-Large suv
554,미국,닷지,램 밴,6,van,,,,van
555,미국,닷지,램 픽업,4,suv,,,,Mid-Large suv
556,미국,닷지,매그넘,4,suv,,,,Mid-Large suv
557,미국,닷지,바이퍼,2,sedan,,,,Coupe
558,미국,닷지,차저,4,sedan,,,,Sedan
559,미국,닷지,챌린저,2,sedan,,,,Coupe
560,미국,닷지,캘리버,4,sedan,,,,Small suv
561,기타,람보르기니,가야드로,2,sedan,,,,Coupe
562,기타,람보르기니,디아블로,2,sedan,,,,Coupe
563,기타,람보르기니,레벤톤,2,sedan,,,,Coupe
564,기타,람보르기니,무르시엘라고,2,sedan,,,,Coupe
565,기타,람보르기니,아벤타도르,2,sedan,,,,Coupe
566,기타,람보르기니,우라칸,2,sedan,,,,Coupe
567,기타,람보르기니,우르스,4,suv,,,,Mid-Large suv
568,기타,랜드로버,디스커버리,4,suv,,,,Mid-Large suv
569,기타,랜드로버,디스커버리 스포츠,4,suv,,,,Mid-Large suv
570,기타,랜드로버,디펜더,4,suv,,,,Mid-Large suv
571,기타,랜드로버,레인지로버,4,suv,,,,Mid-Large suv
572,기타,랜드로버,레인지로버 보그,4,suv,,,,Mid-Large suv
573,기타,랜드로버,레인지로버 벨라,4,suv,,,2017~현재,Mid-Large suv
574,기타,랜드로버,레인지로버 스포츠,4,suv,,,,Mid-Large suv
575,기타,랜드로버,레인지로버 이보크,4,suv,뉴,,2019~현재,Mid-Large suv
576,기타,랜드로버,레인지로버 이보크,4,suv,,L538,2011~2019,Mid-Large suv
577,기타,랜드로버,프리랜더,4,suv,,,,Mid-Large suv
578,일본,렉서스,UX,4,sedan,,,,Sedan
579,일본,렉서스,CT,4,sedan,,,,Sedan
580,일본,렉서스,ES,4,sedan,,,,Sedan
581,일본,렉서스,GS,4,sedan,,,,Sedan
582,일본,렉서스,IS,4,sedan,,,,Sedan
583,일본,렉서스,LC,2,sedan,,,,Coupe
584,일본,렉서스,LS,4,sedan,,,,Sedan
585,일본,렉서스,LX,4,suv,,,,Mid-Large suv
586,일본,렉서스,NX,4,suv,,,,Mid-Large suv
587,일본,렉서스,RC,2,sedan,,,,Coupe
588,일본,렉서스,RX,4,suv,,,,Mid-Large suv
589,일본,렉서스,SC,2,sedan,,,,Coupe
590,기타,로터스,340,2,sedan,,,,Coupe
591,기타,로터스,2-일레븐,2,sedan,,,,Coupe
592,기타,로터스,에보라,2,sedan,,,,Coupe
593,기타,로터스,에스프리,2,sedan,,,,Coupe
594,기타,로터스,엑시지,2,sedan,,,,Coupe
595,기타,로터스,엘리스,2,sedan,,,,Coupe
596,기타,로터스,유로파,2,sedan,,,,Coupe
597,기타,롤스로이스,고스트,4,sedan,,,,Sedan
598,기타,롤스로이스,던,4,sedan,,,,Sedan
599,기타,롤스로이스,레이스,2,sedan,,,,Coupe
600,기타,롤스로이스,실버 세라프,4,sedan,,,,Sedan
601,기타,롤스로이스,실버 스피릿 (스퍼),4,sedan,,,,Sedan
602,기타,롤스로이스,컬리넌,4,sedan,,,,Sedan
603,기타,롤스로이스,코니쉬,4,sedan,,,,Sedan
604,기타,롤스로이스,팬텀,4,sedan,,,,Sedan
605,기타,르노,ZOE,4,sedan,,,,Sedan
606,기타,르노,라구나,4,sedan,,,,Sedan
607,기타,르노,메간,4,sedan,,,,Sedan
608,기타,르노,모뒤스,4,sedan,,,,Sedan
609,기타,르노,마스터,6,van,,,,van
610,기타,르노,벨사티스,4,sedan,,,,Sedan
611,기타,르노,세닉,4,sedan,,,,Sedan
612,기타,르노,스포츠,2,sedan,,,,Coupe
613,기타,르노,에스빠스,4,sedan,,,,Sedan
614,기타,르노,클리오,4,sedan,,,,Sedan
615,기타,르노,트윙고,4,sedan,,,,Sedan
616,미국,링컨,LS,4,sedan,,,,Sedan
617,미국,링컨,MKC,4,sedan,,,,Small suv
618,미국,링컨,MKS,4,sedan,,,,Sedan
619,미국,링컨,MKT,4,suv,,,,Mid-Large suv
620,미국,링컨,MKX,4,suv,,,,Mid-Large suv
621,미국,링컨,MKZ,4,sedan,,,,Sedan
622,미국,링컨,코세어,4,suv,,,2020~현재,Mid-Large suv
623,미국,링컨,네비게이터,6,van,,,,van
624,미국,링컨,에비에이터,4,suv,,U611,2019~현재,Mid-Large suv
625,미국,링컨,에비에이터,4,suv,,UN152,2002~2005,Mid-Large suv
626,미국,링컨,컨티넨탈,4,sedan,,,,Sedan
627,미국,링컨,타운카,4,sedan,,,,Sedan
628,미국,링컨,노틸러스,4,suv,,,,Mid-Large suv
629,기타,마세라티,3200 GT,4,sedan,,,,Sedan
630,기타,마세라티,4200 GT,4,sedan,,,,Sedan
631,기타,마세라티,MC 12,4,sedan,,,,Sedan
632,기타,마세라티,그란카브리오,2,sedan,,,,Coupe
633,기타,마세라티,그란투리스모,4,sedan,,,,Sedan
634,기타,마세라티,기블리,4,sedan,,,,Sedan
635,기타,마세라티,르반떼,4,suv,,,,Mid-Large suv
636,기타,마세라티,바이터보,4,sedan,,,,Sedan
637,기타,마세라티,콰트로포르테,4,sedan,,,,Sedan
638,기타,마세라티,쿠페,2,sedan,,,,Coupe
639,일본,마쯔다,5,4,suv,,,,Mid-Large suv
640,일본,마쯔다,2 (데미오),4,sedan,,,,Sedan
641,일본,마쯔다,3 (스피드 악셀라),4,sedan,,,,Sedan
642,일본,마쯔다,6 (아텐자),4,sedan,,,,Sedan
643,일본,마쯔다,AZ,4,sedan,,,,Small suv
644,일본,마쯔다,CX,4,suv,,,,Mid-Large suv
645,일본,마쯔다,MPV,4,suv,,,,Mid-Large suv
646,일본,마쯔다,MX,2,sedan,,,,Coupe
647,일본,마쯔다,RX,2,sedan,,,,Coupe
648,일본,마쯔다,유노스로드스터,2,sedan,,,,Coupe
649,일본,마쯔다,트리뷰트,4,suv,,,,Mid-Large suv
650,기타,맥라렌,GT,2,sedan,,,2019~현재,Coupe
651,기타,맥라렌,570GT,2,sedan,,,,Coupe
652,기타,맥라렌,570S,2,sedan,,,,Coupe
653,기타,맥라렌,600LT,2,sedan,,,,Coupe
654,기타,맥라렌,650S,2,sedan,,,,Coupe
655,기타,맥라렌,675LT,2,sedan,,,,Coupe
656,기타,맥라렌,720S,2,sedan,,,,Coupe
657,기타,맥라렌,MP4-12C,2,sedan,,,,Coupe
658,미국,머큐리,그랜드마퀴스,4,sedan,,,,Sedan
659,미국,머큐리,마리너,4,suv,,,,Mid-Large suv
660,미국,머큐리,마운티니어,4,suv,,,,Mid-Large suv
661,미국,머큐리,몬테고,4,sedan,,,,Sedan
662,미국,머큐리,미스틱,4,sedan,,,,Sedan
663,미국,머큐리,밀란,4,sedan,,,,Sedan
664,미국,머큐리,빌리저,4,suv,,,,Mid-Large suv
665,미국,머큐리,세이블,4,sedan,,,,Sedan
666,기타,미니,컨트리맨,4,sedan,뉴,F60,2017~현재,Small suv
667,기타,미니,컨트리맨,4,sedan,,R60,2011~2017,Small suv
668,기타,미니,2열 쿠퍼,4,sedan,SE (EV),F56,2020~출시예정,Sedan
669,기타,미니,쿠퍼,2,sedan,,F55/F56,2014~현재,Coupe
670,기타,미니,쿠퍼,2,sedan,,R56,2005~2014,Coupe
671,기타,미니,쿠퍼,2,sedan,,R50/53,2001~2006,Coupe
672,기타,미니,쿠퍼,2,sedan,,R58,2011~2015,Coupe
673,기타,미니,쿠퍼 로드스터,2,sedan,,R59,2012~2015,Coupe
674,기타,미니,쿠퍼 컨버터블,2,sedan,뉴,F57,2016~현재,Coupe
675,기타,미니,쿠퍼 컨버터블,2,sedan,뉴,R57,2009~2016,Coupe
676,기타,미니,쿠퍼 컨버터블,2,sedan,,R52,2006~2008,Coupe
677,기타,미니,클럽맨,4,sedan,뉴 F/L,F54,2019~현재,Sedan
678,기타,미니,클럽맨,4,sedan,뉴,F54,2015~2019,Sedan
679,기타,미니,클럽맨,4,sedan,,R55,2008~2015,Sedan
680,기타,미니,페이스맨,4,sedan,,,,Small suv
681,일본,미쓰비시,3000GT,2,sedan,,,,Coupe
682,일본,미쓰비시,FTO,2,sedan,,,,Coupe
683,일본,미쓰비시,GTO,2,sedan,,,,Coupe
684,일본,미쓰비시,L200,4,suv,,,,Mid-Large suv
685,일본,미쓰비시,RVR,4,sedan,,,,Small suv
686,일본,미쓰비시,랜서,4,sedan,,,,Sedan
687,일본,미쓰비시,랜서에볼루션,4,sedan,,,,Sedan
688,일본,미쓰비시,몬테로,4,suv,,,,Mid-Large suv
689,일본,미쓰비시,아웃랜더,4,suv,,,,Mid-Large suv
690,일본,미쓰비시,이클립스,2,sedan,,,,Coupe
691,일본,미쓰비시,파제로,4,suv,,,,Mid-Large suv
692,일본,미쯔오카,MC-1,2,sedan,,,,Coupe
693,일본,미쯔오카,가류,2,sedan,,,,Coupe
694,일본,미쯔오카,누에라,2,sedan,,,,Coupe
695,일본,미쯔오카,도오라,2,sedan,,,,Coupe
696,일본,미쯔오카,라세드,2,sedan,,,,Coupe
697,일본,미쯔오카,뷰트,4,sedan,,,,Sedan
698,일본,미쯔오카,오로치,2,sedan,,,,Coupe
699,일본,미쯔오카,히미코,2,sedan,,,,Coupe
700,독일,벤츠,A-클래스,4,sedan,,해치백 W177,2018~현재,Sedan
701,독일,벤츠,A-클래스,4,sedan,,세단 V177,2018~현재,Sedan
702,독일,벤츠,A-클래스,4,sedan,,해치백 W177: A45 AMG,2018~현재,Sedan
703,독일,벤츠,A-클래스,4,sedan,,W176: A45 AMG,2012~2018,Sedan
704,독일,벤츠,A-클래스,4,sedan,,W176,2012~2018,Sedan
705,독일,벤츠,A-클래스,4,sedan,,W169,2004~2012,Sedan
706,독일,벤츠,A-클래스,4,sedan,,W168,1997~2004,Sedan
707,독일,벤츠,B-클래스,4,sedan,,W247,2019~현재,Small suv
708,독일,벤츠,B-클래스,4,sedan,더뉴,W246,2015~2019,Small suv
709,독일,벤츠,B-클래스,4,sedan,,W246,2012~2015,Small suv
710,독일,벤츠,B-클래스,4,sedan,,W245,2005~2011,Small suv
711,독일,벤츠,C-클래스,4,sedan,더뉴,세단 W205,2018~현재,Sedan
712,독일,벤츠,C-클래스,2,sedan,더뉴,카브리올레 A205,2018~현재,Coupe
713,독일,벤츠,C-클래스,4,sedan,더뉴,쿠페 C205,2018~현재,Sedan
714,독일,벤츠,C-클래스,2,sedan,,쿠페 C205,2014~2018,Coupe
715,독일,벤츠,C-클래스,4,sedan,,세단 W205,2014~2018,Sedan
716,독일,벤츠,C-클래스,2,sedan,,쿠페 C204,2007~2014,Coupe
717,독일,벤츠,C-클래스,4,sedan,,W204,2007~2014,Sedan
718,독일,벤츠,C-클래스,4,sedan,,W203,2000~2007,Sedan
719,독일,벤츠,C-클래스,4,sedan,,W202,1993~2000,Sedan
720,독일,벤츠,C-클래스,4,sedan,,W201,1983~1993,Sedan
721,독일,벤츠,CL-클래스,4,sedan,,C216,2006~2014,Sedan
722,독일,벤츠,CL-클래스,4,sedan,,C216: CL65 AMG,2006~2014,Sedan
723,독일,벤츠,CL-클래스,4,sedan,,C216: CL63 AMG,2006~2014,Sedan
724,독일,벤츠,CL-클래스,4,sedan,,C215,1999~2006,Sedan
725,독일,벤츠,CL-클래스,4,sedan,,C140,1992~1999,Sedan
726,독일,벤츠,CLA-클래스,4,sedan,,C117,2013~현재,Sedan
727,독일,벤츠,CLA-클래스,4,sedan,,C117: CLA45 AMG,2013~현재,Sedan
728,독일,벤츠,CLK-클래스,4,sedan,,C209/A209,2002~2009,Sedan
729,독일,벤츠,CLK-클래스,4,sedan,,C208/W208,1997~2003,Sedan
730,독일,벤츠,CLK-클래스,4,sedan,,C208/W208: CLK55 AMG,1997~2003,Sedan
731,독일,벤츠,CLS-클래스,4,sedan,,C257,2018~현재,Sedan
732,독일,벤츠,CLS-클래스,4,sedan,,W218,2010~2017,Sedan
733,독일,벤츠,CLS-클래스,4,sedan,,W218: CLS63 AMG,2010~2017,Sedan
734,독일,벤츠,CLS-클래스,4,sedan,,W219,2004~2010,Sedan
735,독일,벤츠,E-클래스,4,sedan,,세단 W213,2016~현재,Sedan
736,독일,벤츠,E-클래스,2,sedan,,카브리올레 A213,2017~현재,Coupe
737,독일,벤츠,E-클래스,2,sedan,,쿠페 C213,2017~현재,Coupe
738,독일,벤츠,E-클래스,4,sedan,,올트레인 X213,2017~현재,Sedan
739,독일,벤츠,E-클래스,4,sedan,,웨건 S213,2016~현재,Sedan
740,독일,벤츠,E-클래스,2,sedan,,F/L W212,2013~2017,Coupe
