,name,model,maker,prefix,postfix,kind
232,랜드로버 레인지로버 2013년형,레인지로버,랜드로버,0,0,['Mid-Large suv']
233,스마트 포투,포투,스마트,0,0,['Coupe']
234,혼다 오딧세이 2014년형,오딧세이,혼다,0,0,['van']
235,재규어 XF 2011년형,XF,재규어,0,0,['Sedan']
236,스바루 임프레자,임프레자,스바루,0,0,['Sedan']
237,2007년 대우 레조,레조,쉐보레/한국GM,0,0,
238,포드 토러스 2017년형,토러스,포드,0,0,['Sedan']
239,혼다 어코드 2011년형,어코드,혼다,0,0,['Sedan']
240,기아 2 카니발 KV-II,카니발,기아,2,KV-II,['van']
241,현대 투스카니 GK,투스카니,현대,0,GK,['Coupe']
242,카니발 9인승,카니발,기아,0,0,['van']
243,허머 H3,H3,허머,0,0,['Mid-Large suv']
244,인피니티 G 시리즈 2010년형,G 시리즈,인피니티,0,0,['Sedan']
245,포르쉐 카이맨 2021년형,카이맨,포르쉐,0,0,['Coupe']
246,재규어 F페이스 2017년형,F페이스,재규어,0,0,['Mid-Large suv']
247,현대 쏘나타 DN8 하이브리드,쏘나타,현대,0,DN8,['Sedan']
248,지프 랭글러 2017년형,랭글러,지프,0,0,['Mid-Large suv']
249,아우디 S3 2016년형,S3,아우디,0,0,['Sedan']
250,캐딜락 DTS,DTS,캐딜락,0,0,['Sedan']
251,GMC 사바나밴 2020년형,사바나밴,GMC,0,0,['van']
252,포드 F-시리즈 2013년형,F-시리즈,포드,0,0,['Mid-Large suv']
253,포드 머스탱 2016년형,머스탱,포드,0,0,['Coupe']
254,닷지 듀랑고 2019년형,듀랑고,닷지,0,0,['Mid-Large suv']
255,인피니티 FX,FX,인피니티,0,0,['Mid-Large suv']
256,싼타모,싼타모,현대,0,0,['van']
257,마쯔다 MX,MX,마쯔다,0,0,['Coupe']
258,폭스바겐 티구안 2011년형,티구안,폭스바겐,0,0,['Mid-Large suv']
259,스마트 포투 2011년형,포투,스마트,0,0,['Coupe']
260,퓨전,퓨전,포드,0,0,['Sedan']
261,링컨 MKS 2013년형,MKS,링컨,0,0,['Sedan']
262,크라이슬러 200 2016년형,200,크라이슬러,0,0,['Sedan']
263,폭스바겐 페이톤 2011년형,페이톤,폭스바겐,0,0,['Sedan']
264,지프 컴패스 2020년형,컴패스,지프,0,0,['Mid-Large suv']
265,렉서스 LS 2013년형,LS,렉서스,0,0,['Sedan']
266,투스카니,투스카니,현대,0,0,['Coupe']
267,볼보 XC90 2014년형,XC90,볼보,0,0,['Mid-Large suv']
268,쉐보레/대우 매그너스,매그너스,쉐보레/한국GM,0,0,['Sedan']
269,벤츠 M-클래스 2012년형,M-클래스,벤츠,0,0,['Mid-Large suv']
270,혼다 크로스로드 2013년형,크로스로드,혼다,0,0,['Mid-Large suv']
271,링컨 MKX 2012년형,MKX,링컨,0,0,['Mid-Large suv']
272,임팔라 10세대,임팔라,쉐보레,0,10세대,['Sedan']
273,쏘나타 LF 뉴라이즈,쏘나타,현대,뉴라이즈,LF,['Sedan']
274,아반떼 AD 더뉴,아반떼,현대,더뉴,AD,"['Sedan', 'Coupe']"
275,아반떼 MD 더뉴,아반떼,현대,더뉴,MD,"['Sedan', 'Coupe']"
276,티볼리 ,티볼리,쌍용,0,0,['Small suv']
277,F-시리즈,F-시리즈,포드,0,0,['Mid-Large suv']
278,트랜짓,트랜짓,포드,0,0,['van']
279,랭글러 시리즈,랭글러,지프,0,0,['Mid-Large suv']
280,허슬러,허슬러,스즈키,0,0,['Small suv']
281,G2크루즈,크루즈,쉐보레/한국GM,0,0,['Sedan']
282,리오SF,리오,기아,0,SF,['Sedan']
283,뮬산,뮬산,벤틀리,0,0,['Sedan']
284,젠트라 X,젠트라,쉐보레/한국GM,X,0,['Sedan']
285,E200 카브리올레,E-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
286,C200 카브리올레,C-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
287,S60,S60,볼보,0,0,['Sedan']
288,6시리즈 그란투리스모(GT),6 시리즈 GT,BMW,0,0,['Sedan']
289,BMW 5 시리즈 GT,5 시리즈 GT,BMW,0,0,['Sedan']
290,르노삼성 뉴 QM5 H45,QM5,르노삼성,0,0,['Small suv']
291,쌍용 뉴스타일C 코란도 C200,코란도,쌍용,0,0,"['Mid-Large suv', 'Small suv']"
292,랜드로버 레인지로버스포츠,레인지로버 스포츠,랜드로버,0,0,['Mid-Large suv']
293,BMWX5,X5,BMW,0,0,['Mid-Large suv']
294,BMW X5 E70,X5,BMW,0,0,['Mid-Large suv']
295,르노삼성 뉴F/L SM3 L38,SM3,르노삼성,0,0,['Sedan']
296,랜드로버 레인지로버 보그,레인지로버 보그,랜드로버,0,0,['Mid-Large suv']
297,현대 4세대(2020년상반기예정) 투싼 NX4,투싼,현대,0,0,['Mid-Large suv']
298,쌍용 렉스턴 Y200,렉스턴,쌍용,0,0,['Mid-Large suv']
299,Audi S4,S4,아우디,0,0,['Sedan']
300,벤츠 더뉴 C-클래스 카브리올레 A205,C-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
301,기아 부스터 EV 쏘울 SK3,쏘울,기아,부스터 EV,SK3,['Small suv']
302,벤츠 C-클래스 쿠페 C204,C-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
303,벤츠 B-클래스 W245,B-클래스,벤츠,0,0,['Small suv']
304,볼보 FH500,FH,볼보,0,0,
305,현대 i40 VF,i40,현대,0,0,['Sedan']
306,쌍용 뉴W 체어맨 W200,체어맨,쌍용,0,0,['Sedan']
307,폭스바겐 파사트 2008년형,파사트,폭스바겐,0,0,['Sedan']
308,랜드로버 디스커버리 스포츠 2019년형,디스커버리 스포츠,랜드로버,0,0,['Mid-Large suv']
309,쌍용 액티언 스포츠,액티언 스포츠,쌍용,0,0,['Mid-Large suv']
310,푸조 308SW,308SW,푸조,0,0,['Small suv']
311,LS500,LS,렉서스,0,0,['Sedan']
312,볼보 S40,S40,볼보,0,0,['Sedan']
313,볼보 XC90 2006년형,XC90,볼보,0,0,['Mid-Large suv']
314,쉐보레/대우 알페온 VS300,알페온,쉐보레/한국GM,0,0,['Sedan']
315,벤츠 E-클래스 W212/C207/A207,E-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
316,벤츠 CLS-클래스 2019년형,CLS-클래스,벤츠,0,0,['Sedan']
317,Audi S6,S6,아우디,0,0,['Sedan']
318,현대 i30cw,i30,현대,0,0,['Sedan']
319,지프 그랜드 체로키 2020년형,그랜드 체로키,지프,0,0,['Mid-Large suv']
320,BMW X6 M F96,X6 M,BMW,0,0,['Mid-Large suv']
321,아우디 Q5 FY,Q5,아우디,0,0,['Mid-Large suv']
322,벤츠 GLB-클래스,GLB-클래스,벤츠,0,0,['Small suv']
323,미니 쿠퍼 컨버터블,쿠퍼 컨버터블,미니,0,0,['Coupe']
324,볼보 XC40 2020년형,XC40,볼보,0,0,['Mid-Large suv']
325,랜드로버 디스커버리 스포츠 2016년형,디스커버리 스포츠,랜드로버,0,0,['Mid-Large suv']
326,랜드로버 레인지로버 2015년형,레인지로버,랜드로버,0,0,['Mid-Large suv']
327,BMW X4 M 40d G02,X4 M,BMW,0,40d G02,['Mid-Large suv']
328,렉서스 GS 2015년형,GS,렉서스,0,0,['Sedan']
329,캐딜락 CT5 2021년형,CT5,캐딜락,0,0,['Sedan']
330,볼보XC40,XC40,볼보,0,0,['Mid-Large suv']
331,맥라렌 570S,570S,맥라렌,0,0,['Coupe']
332,벤츠 M-클래스 W166,M-클래스,벤츠,0,0,['Mid-Large suv']
333,시트로엥 C5 에어크로스 2021년형,C5 에어크로스,시트로엥,0,0,['Mid-Large suv']
334,미니 쿠퍼 R56,쿠퍼,미니,0,0,['Coupe']
335,재규어 XF 2015년형,XF,재규어,0,0,['Sedan']
336,벤츠 S-클래스 C222 S63 AMG 쿠페,S-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
337,BMW X6 M F86,X6 M,BMW,0,0,['Mid-Large suv']
338,BMW M8 G15,M8,BMW,0,0,['Coupe']
339,볼보 S80 2013년형,S80,볼보,0,0,['Sedan']
340,렉서스 ES 2009년형,ES,렉서스,0,0,['Sedan']
