,store_addr,latlng,predicted_name
921,경북 칠곡군 금오대로,"('128.344865082322', '36.056559530593')",현대자동차블루핸즈 북삼현대써비스
922,부산시 수영구 광안로16번길,"('129.11308411883724', '35.154640738089405')",루마썬팅 부산수영남천점
923,경북 청도군 화양읍,"('128.71878233032', '35.6839809696742')",Unknown
924,충북 제천시 의림대로,"('128.21454346960445', '37.14747902412696')",현대오일뱅크직영 제천대로셀프주유소
925,경북 상주시 중앙로,"('128.15352567762318', '36.41557279498562')",르노삼성자동차 상주대리점
926,경북 구미시 이계북로,"('128.404032062497', '36.1063628078113')",스피드메이트 이마트동구미점
927,부산시 해운대구 해운대해변로,"('129.160372505985', '35.1600134807301')",BMW 동성모터스 부산해운대전시장
928,충남 논산시 연무읍,"('127.106615561594', '36.1024918046743')",Unknown
929,경기도 남양주시 경강로,"('127.182441168432', '37.609783192243')",동안에너지 왕자궁주유소
930,울산시 북구 사청1길,"('129.359688881507', '35.5861418727077')",루마썬팅 울산남구오토클럽점
931,충남 논산시 계백로,"('127.07377986036', '36.1884740873323')",기아오토큐 논산전문정비
932,경북 고령군 중앙로,"('128.27457411205614', '35.729031496405916')",루마썬팅 경북고령점
933,전북 고창군 중앙로,"('126.691981466995', '35.4352149107293')",광진주유소
934,경기도 화성시 10용사로,"('127.064933734749', '37.1985147583309')",BMW 삼천리모터스 동탄전시장
935,광주시 남구 대남대로,"('126.893498735467', '35.1410029048837')",대원주유소
936,대구시 달성군 비슬로,"('128.44079341134', '35.6930620660438')",기아오토큐 현풍점
937,경기도 의정부시 금오로,"('127.068606609245', '37.7535237922462')",기아오토큐 금오점
938,서울시 양천구 목동동로14길,"('126.872036202945', '37.5242350564806')",스미스클럽 오목교점
939,경남 거제시 거제중앙로31길,"('128.62019481519178', '34.88992206239554')",Unknown
940,서울특별시 중랑구 신내역로1가길,"('127.105781195168', '37.6132933538014')",루마썬팅 신내점
941,대구시 수성구 범어로,"('128.6369705143462', '35.856605962533585')",Unknown
942,서울시 양천구 남부순환로,"('126.839246145552', '37.5186484099911')",현대자동차블루핸즈 신월대형점
943,제주도 제주시 구남동6길,"('126.535150477776', '33.4870856032914')",Unknown
944,광주시 북구 군왕로,"('126.933815739497', '35.1770175107039')",으뜸주유소
945,전남 해남군 중앙1로,"('126.58303791438544', '34.57911333328706')",현대자동차블루핸즈 해남점
946,강원도 원주시 행구로,"('127.983825955813', '37.3431781609994')",행운주유소
947,광주시 북구 서암대로,"('126.89490866101902', '35.17097254390763')",르노삼성자동차 서비스코너 북구신안점
948,전남 순천시 고지1길,"('127.484235578177', '34.9798414212875')",삼산카인테리어
949,경기도 양주시 은현면,"('127.019650801814', '37.828073268147')",Unknown
950,대구시 서구 문화로,"('128.537032483204', '35.8750851174926')",엠월드
951,경기도 의왕시 백운로,"('126.985805495026', '37.3537088660928')",오전 주유소
952,경북 경주시 원화로,"('129.219097215965', '35.8552712164296')",우주주유소
953,세종시 연기면 조뱅이길,"('127.23350324447296', '36.536525279656054')",버블박스
954,경기도 남양주시 불암로,"('127.10770463112365', '37.64958691817259')",르노삼성자동차서비스 별내점
955,서울시 송파구 오금로,"('127.117687531052', '37.5070185614432')",Unknown
956,경기도 의정부시 경의로,"('127.039133383739', '37.7331285175674')",현대자동차블루핸즈 의정부점
957,울산시 북구 진장23길,"('129.354527788469', '35.5697608644588')",카샤인
958,서울시 서초구 언남12길,"('127.044600558973', '37.4738360061866')",가드존
959,경기도 안성시 남파로,"('127.26036636531445', '37.01735255326614')",Unknown
960,서울시 강남구 도곡로,"('127.055412050896', '37.4974810941842')",BMW 도이치모터스 대치전시장
961,광주시 북구 제봉로,"('126.912289795668', '35.1568098060301')",타이어프로 북동점
962,대구시 수성구 희망로,"('128.61006006358872', '35.84733374684769')",기분좋은주유소
963,전남 광양시 강변동길,"('127.583603450668', '34.9654404417097')",길레카
964,620000,"(0, 0)",Unknown
